account_id,threat_level,failed_transactions
C276932690,86,3
C374360590,12,0
C2110647908,9,12
C1925909424,2,4
C282560392,57,5
C571734163,22,45
M165458457,16,6
C2072007638,49,4
C1154596153,8,5
C825125994,15,4
M1544915086,9,2
M615269591,27,0
C634338570,24,12
M1511344695,10,1
C265000252,67,0
M167331532,16,3
C581234256,16,0
C830207664,62,0
C2025870943,25,32
C1851957107,33,12
C855450885,22,1
M274412002,28,2
C1889252635,24,3
C1251687413,23,11
C1616635699,28,3
C1338264646,7,1
C1949645371,43,1
C1303995035,12,3
C866460583,24,4
C1210107329,26,7
C253450880,59,0
C59386531,78,0
C1714851618,8,7
C213121728,26,0
C425256616,16,8
C579516826,7,2
C1823173596,24,12
M13879691,24,3
M856652181,10,13
M1855351964,29,2
C766267844,28,13
C2017326520,18,0
M862754077,76,4
C1928377259,7,4
M935333584,5,0
C180588032,7,1
M1888193161,14,23
C1485219937,26,2
C51658633,10,3
M288409048,2,3
C647876415,11,3
C343832413,9,2
C1741687582,41,2
C960046463,18,4
C520753561,12,0
C254551759,25,4
C662193150,11,13
C125311108,62,4
C126754352,5,0
C124999612,26,4
C793182060,25,4
C382271529,25,10
C1556194499,15,0
C1551366539,18,0
C1486773676,25,3
C1445948583,20,3
C1691803678,7,4
M1009415042,8,0
C296530346,50,4
C1271727893,38,4
C1879471973,28,2
C1115663668,26,3
M823196474,22,1
C1459510171,57,6
C1476740639,29,4
C1532926104,5,2
C260097495,1,2
C24000135,21,41
M850349048,29,12
C1531350213,15,4
M1001964931,25,12
C1677588468,13,1
C948610987,3,4
C593809984,25,0
C1847696831,4,1
M1468319609,21,48
C2094995286,12,1
C1335709270,48,0
C1220536537,0,1
C2799508,6,14
M1376552803,7,1
C1871023031,3,1
C1664578813,2,2
C1391544971,2,0
C1712872726,42,0
M1455693112,11,2
C658896644,29,1
C1549758849,7,1
C1400943968,5,2
C715405148,87,9
C1960402012,19,6
C1200877577,12,12
C2100429105,31,4
C763255623,26,4
M1157763386,21,2
C2083697500,4,3
C1194849246,15,0
C1166014354,57,0
C2006473335,21,7
C158478792,7,11
C2040245657,6,2
M1725113663,8,2
C2050207261,55,2
C1783432965,3,4
M1058803371,9,3
C1804085972,23,2
M1742361516,11,0
C357309643,13,2
C172178370,28,4
C740629699,20,1
C302330189,12,0
C1083714232,25,4
C1726160734,50,0
C426683536,7,2
C1566462773,16,3
C499619230,21,2
C609950957,5,1
C1412167604,56,27
C544230418,17,3
M1701351868,19,2
C2109453631,44,0
C25941917,53,2
C2015723206,17,2
C1211754858,41,18
C824502867,22,8
C1200413699,18,0
M592742335,57,24
M1275851184,8,1
M624819339,96,1
M486171122,4,7
C1300781785,37,0
M1871093877,20,3
C5550924,13,2
C792403348,18,3
M1358414012,14,2
C1420273941,61,13
C1624970173,22,2
M128992969,1,11
C1160797822,55,0
C824775710,6,40
C131624976,24,4
C1779940091,1,2
C1112138293,17,4
C211527884,0,3
C1610433146,57,4
C1479211440,53,12
C1090036086,26,4
C285414532,10,6
C49853726,31,3
C209255147,42,4
C43580420,66,1
C511625604,10,3
C1169355000,23,4
C2033982343,96,14
C116302728,13,2
C487545999,6,2
C626548203,29,5
C395089844,12,0
C542009967,29,2
C1201672271,33,4
C468347595,34,3
C965518393,8,2
C1303524900,22,1
C699120198,20,7
M925371479,37,4
C1956653261,12,8
C621080707,13,4
C1014678854,4,0
C1782094948,57,2
C1671922232,15,9
C122274390,3,4
M1737443962,17,2
C648646010,3,3
C840566299,24,1
C69059342,49,0
C1055491325,10,2
C182563789,32,13
C851184463,33,0
C1163585080,19,1
C1541552092,17,4
C1187550338,6,12
C2141879417,18,3
C1330145079,51,0
M460770936,3,0
C1005898815,14,1
M458246344,64,4
C1861528034,14,1
C379432804,12,4
C803114809,3,1
C1063147156,10,1
C1001210773,22,0
M175363359,7,2
M927403995,8,12
C1442257776,25,4
C70795839,18,8
C169756210,78,1
C668554101,5,0
C1524644952,10,3
C16369739,22,3
C446607522,58,25
C1103118668,7,3
C2028485449,11,0
C1700314325,1,4
C1644989746,15,0
M158744501,8,2
M973000109,45,1
M2132489095,17,1
C399211008,28,3
C1624081610,10,3
C1281657139,40,3
M2033876149,96,3
M1529399017,50,2
C1573880228,26,4
C1239282131,0,9
M949529766,5,8
C1844437905,25,31
C768999651,13,30
C292004949,24,0
C427675727,25,1
C662103607,55,4
C1648308334,4,1
C1337020713,17,2
C1016708170,27,12
C292568672,31,0
C1212154134,17,1
C726696791,14,4
C247479073,0,3
C1640751970,29,2
C2036692047,19,3
C1229467677,90,10
C932050076,94,0
C1643431247,10,3
C1980873692,28,2
C2058588862,21,4
C916412259,47,3
C1217792657,12,0
C1806224066,19,1
C1183967969,26,4
C488863382,36,4
C881976050,21,1
C522533764,13,2
C769621336,95,0
C972429885,22,0
C984364961,28,2
C1240579262,17,2
C878638751,1,2
C2073991799,54,1
C1394404969,6,11
C445220293,17,1
C275137106,7,45
C1109905659,24,2
C429196571,26,3
C818047243,19,0
M632526843,2,0
C702889433,20,6
C2828533,28,0
C181107063,12,4
C1916572780,63,3
C737944183,46,1
C964286010,0,1
C240039250,56,3
C1865310403,18,2
C1276012460,2,10
C1832946077,7,11
C923358376,79,1
M2101864381,5,4
C1051776663,23,4
C1360176350,50,7
M1324702220,20,5
C1347324613,7,14
C56835824,15,1
C1012302998,37,3
M421573269,7,2
C1616107283,42,9
M985107643,8,4
C1644229103,16,4
C1378142287,23,2
M478791720,94,2
C816140305,18,2
C1006668031,1,2
C2040067913,18,3
C1071587530,0,2
C961683950,97,30
C458767530,18,23
M574046685,26,4
C2034599346,80,4
C1918198250,97,0
C16805921,30,0
C743250798,9,0
C711389663,18,0
C611196015,0,2
C447478874,31,10
M1481315614,33,0
C1518370196,66,4
C1608685999,12,0
C610867855,17,3
C459996712,22,4
C826178026,59,3
C891102470,26,0
M1411579228,58,4
M963109073,50,25
C1097398668,9,6
C225780823,98,12
C294540521,25,2
C899925427,6,12
C2142719277,5,14
C320919849,21,4
C1790861140,32,4
M2060699069,21,3
C2147147634,12,3
M114004395,19,1
M885373674,18,0
M1028772622,98,29
C1092004830,59,2
M1364975948,63,3
C1070989467,42,12
C1741955070,16,2
M250862272,29,3
C803368825,89,0
C2039233484,37,2
C593623070,2,13
C1555167398,15,4
C1359391724,10,0
C1553221466,2,4
C1173506940,11,6
M785162290,27,4
C2133614510,3,4
C1453331564,27,0
C1645132066,57,1
M1375370603,4,9
C1264723486,21,0
C1931657262,28,1
C1605082506,18,3
C786571848,8,9
C761962018,24,2
C12786027,51,4
C2143555373,15,4
C1694043095,96,3
C1336584430,2,0
C365680479,14,1
C2040998000,54,1
M958485792,59,2
C648885257,29,18
M1165376001,26,12
M453658646,17,6
C348879706,61,19
M178865382,8,3
C359011505,92,1
C1991181153,62,1
M1385220859,14,12
C765095293,27,9
C1406349566,28,11
C245531912,11,3
C1009241244,23,4
C667844459,7,9
C778323311,98,9
C139455909,45,14
C1973915590,19,3
C41759967,24,1
C1387503804,7,2
M2127803718,16,2
C121794840,28,4
C1206533152,23,2
C1890108275,59,0
C92664132,13,0
C1811004197,47,4
C1376479382,5,1
M1170271129,15,36
C1165838064,73,4
C727110696,15,4
C1772884637,4,2
C328027768,18,1
C1614849591,19,1
M1217133954,27,0
C1759078576,32,9
C1894612645,11,1
C1049959362,37,3
C555682613,71,1
C1908859809,52,2
C190984372,11,2
C562515016,14,13
C1968384587,0,3
C590947683,29,2
C725376197,15,3
C1491098081,33,0
C959002477,32,3
C1874586371,6,0
C1731665990,5,1
M497775352,20,9
C1876292283,68,2
C1369251966,12,4
C1290815423,42,12
C1946381179,67,2
C318209348,16,2
C655929600,12,3
C1530434470,4,2
C2115643794,21,4
C1406012726,65,4
C659071209,8,2
C861465277,26,7
C2011561834,12,4
M1975989552,26,3
C1075890512,22,0
C1634827603,20,4
C2049380994,42,40
C684629295,64,0
C1470629039,14,14
C1082284545,12,0
C546865517,10,3
C1038826172,1,3
C1079575325,19,4
C1786765410,88,1
C1263748927,43,1
C2071970018,42,5
M800680433,35,10
M349748158,16,0
C840320861,17,3
C1526063982,80,1
C1350406276,32,3
C381869359,57,12
C641318125,13,1
C1319626274,42,2
C488038887,2,2
C1076361809,68,1
M1185366301,4,2
C204541509,56,0
C840903511,35,4
C21338821,20,3
C1172608142,8,0
M135865501,34,24
C1369940549,16,1
M1897044481,35,1
C716221207,44,1
C1957774921,23,48
C871074303,20,4
C47565118,21,1
C752663779,20,0
C2123134143,22,0
C491733447,25,9
M1432561600,6,1
C303475145,12,4
C1965067441,81,1
C261904702,25,0
C714987951,5,0
C1981561757,14,11
C1535228011,11,14
C967705225,3,4
C155774205,9,8
C517910337,3,1
C491327228,17,23
C1586233483,53,2
C656423262,91,3
C927766108,17,1
M607183478,5,14
C1532946504,13,0
C253047535,22,1
C91660480,4,16
C660025440,31,2
C1891629367,24,4
C1505196411,29,8
C1771353855,14,2
C930569032,22,1
C1456582574,23,2
C1827941443,28,3
C91595311,10,0
C1530026844,28,2
C458910630,6,10
C1862168440,45,48
M156270466,27,2
C1950423507,38,1
C1448229649,35,0
C167477003,36,0
C472429521,28,0
M554243568,24,3
M964679007,27,4
C844759328,29,4
C683268660,27,10
C1372470774,9,2
C1098654253,12,38
C450382692,17,0
C1598709938,57,49
C1760872167,9,0
C382609557,29,1
C1706839683,11,1
C546845746,59,3
C467908545,29,3
C1032055330,25,3
C811211458,6,2
C1630922382,17,3
C18760817,49,0
C983917124,30,9
C1406640657,14,0
C1674685536,42,4
C416285285,34,5
M1392905803,1,0
C951300858,12,10
C1780341947,47,0
M713980768,69,3
M1375590979,2,21
C694940293,5,3
C1984266456,29,3
C788287478,13,6
C985168088,29,3
C878817615,0,2
C1382001857,22,3
C606680703,54,4
C872544629,42,5
C931023354,24,3
C325592361,52,3
C536570564,14,5
C35638798,6,3
C1670523748,31,4
C338600181,21,2
M2024042408,57,1
C1611954007,11,4
C1795788636,6,3
C994676480,14,4
C242323675,30,3
C261053647,5,1
C1127738667,3,2
M432108699,16,4
C98016077,14,4
C472177454,4,0
C690251976,6,1
C463805774,2,3
C780003722,85,1
C337834537,18,47
C1746277793,17,0
M371946566,20,1
C17959737,46,0
C1327044462,16,3
M752792451,1,2
C1481075623,19,0
C1211450502,28,0
C303553673,12,2
C1513160698,28,2
C1290402961,55,3
C2000052107,88,16
C910204727,69,5
C1539029017,20,1
C415035845,2,12
C1982019124,2,4
M1536078408,10,0
M337860042,9,4
C375472867,28,3
C138983235,8,0
C2143409210,21,2
C338408648,7,2
C1084475085,32,10
C1496835656,63,1
C74333626,9,2
C1500630640,13,1
C704869289,14,2
C1830354145,28,2
M738275300,22,2
C1113436018,58,12
C1225002524,39,4
M1529807323,71,0
C1885343431,84,1
C1540125697,33,2
C1809555731,1,4
C764441216,25,1
M645371797,7,7
C1589079489,3,0
C758463299,8,1
M841032472,0,4
C2080951416,38,0
C1058396406,13,7
C607131381,5,3
C255167067,56,1
C524837856,6,1
C1852515171,6,12
C1113929481,86,9
C169624,38,3
C1908677849,16,4
C1553810234,12,1
C1497779450,21,9
C1226251816,30,0
C1475867672,14,8
M1709026451,33,12
C106616382,7,2
M2126750809,44,13
C818421704,35,0
C1517408206,38,12
C1330557157,78,1
C1645634326,30,0
C11475890,10,0
C1814121327,6,35
C466411183,8,0
C807976253,29,6
M1951872693,20,13
C1507227097,13,3
C1767241095,20,13
M836922411,16,1
M49369491,17,4
C464112875,18,1
C1297836620,25,4
C200966845,0,1
C706489693,16,1
C56480255,11,12
C1193689095,79,1
C873862110,14,2
C1605870464,72,0
C677149387,26,1
C433026096,15,7
C1757877803,7,3
C1280442326,26,2
C530012382,15,4
C1729870002,22,4
C1725348148,3,2
C414445364,30,4
C931719898,16,2
C1414840473,2,27
C2029757099,9,3
M690343575,8,1
C612015604,57,4
C585539356,12,4
C1239977402,2,2
C912370080,50,1
C1557549839,38,0
C41078587,14,2
C157868870,27,0
C965276780,47,3
C1024459204,23,2
C1595140561,1,0
C207810807,90,12
C1516185767,21,2
C1249580393,89,4
M921723804,19,12
C1613638223,40,10
C602011703,9,1
C598132143,33,5
C329909770,80,0
C1455441371,76,7
C431768114,44,3
C325167163,5,1
C21026953,33,4
C486912920,1,9
C742357003,40,4
C1995930923,25,4
M31282899,87,2
C689670492,21,3
C1060758081,34,3
C950309173,20,0
C272310830,17,3
M1684607627,74,4
M1956148323,16,4
C1411404010,42,1
C1271087457,35,4
C1293308487,29,1
C211419500,10,9
C1121863378,22,2
C1569321538,65,2
C2098185021,12,0
C184438165,19,0
C1186021182,23,1
C1960873976,3,0
C833989982,2,2
C943416018,9,4
C1283118834,80,4
C1848562108,14,0
C1835135484,28,1
C746595415,46,4
C690497570,11,1
C447002016,51,3
C1871059671,25,2
C75689578,19,2
C183181407,81,3
C140305159,17,3
C1510628640,18,4
M1926908722,5,11
C2028794709,70,2
C1224717434,1,4
C2106385022,25,3
C1891300437,4,4
C1306960666,36,1
C1719618119,18,2
C830097190,23,2
C82142648,5,2
C296287576,30,6
C1890301666,7,1
C623566628,25,2
M572976776,0,3
C1525011619,3,2
C1606328682,57,1
M1502208543,17,2
M1427872781,58,4
M954725038,28,1
C1557921825,90,1
C741776302,17,14
C1379110039,8,0
C1985498734,21,1
C66532725,29,4
C1800300217,18,0
C1981163215,8,0
C1597274079,52,1
C366520525,47,4
C40945719,30,1
C1195613966,8,13
C1022393035,26,7
C1531014649,29,4
C330181391,6,4
C786682293,27,1
C2124843248,18,4
M1862024294,27,3
M1220920235,29,3
C826844861,51,36
C1970124269,7,38
C1191737504,2,6
C946186798,19,4
C1635022061,17,2
C2135177124,17,4
M829223173,49,0
M428849798,23,4
C929929591,8,2
C1609424366,5,3
M1994064927,65,2
C684154463,10,2
M1189749120,8,2
C1901131236,9,3
C460283453,60,2
C1739274658,20,1
C1051689715,2,4
C393389807,26,0
C1112414583,86,3
C1792382836,71,4
C804955145,25,0
C694881084,29,2
C1007027966,43,4
C1518263330,6,1
C989576124,20,2
C1473858342,8,1
C1693804420,24,0
C512963445,7,3
C1921993189,5,17
C2072873366,13,4
C1692919344,82,3
M1652706916,10,2
C1370787297,54,10
C1095634922,10,3
C1329562727,3,3
C1469681496,13,2
C731951816,7,3
M46145534,22,3
C862738497,62,4
C2054681854,25,2
M455045761,11,1
C1644370669,48,0
C189084375,2,1
M1673195739,8,5
C2145681416,29,0
C733357253,16,3
C173972963,4,1
C1114592024,12,3
C1854795995,3,10
C362854955,5,0
C1157099020,42,1
C1636242484,13,27
M1972413175,42,3
C851176356,7,3
C914970505,57,0
C500815477,9,0
M1446788403,49,32
C1688467487,42,10
C968258672,22,0
C634321820,18,1
C1945789999,21,3
C750902483,1,0
C721283877,8,31
C1295235104,53,0
C422638663,15,49
C1050738683,25,14
C663173281,3,3
C2007890415,18,3
C263452233,15,3
C1524255856,96,4
M1140546255,17,4
C1427506542,18,3
C1965175749,17,0
C1877677106,2,3
C520647620,26,3
C1251768273,7,4
C1229500411,12,4
C1057053428,10,3
C116882584,16,1
C700001698,27,7
C744603961,6,0
C479701030,59,4
C900221426,10,1
C2106877144,15,3
C637478906,92,9
C830197617,8,1
C935519186,5,1
C339702296,13,0
C1957130128,15,11
C53626959,27,4
M471076765,9,3
C1227042704,17,30
C1089646397,75,1
C1872756644,28,2
C1425945968,7,5
C787431926,69,10
C1641987499,24,4
C332100797,19,0
C933443756,18,0
C1349074428,28,2
C1981996937,34,11
C709213920,28,2
C1184787321,25,1
C529045218,30,3
C1354064635,8,3
C920078245,25,4
C1719770402,33,1
C1916842631,5,4
C1992565248,0,1
C1677685761,3,3
C486861418,26,1
C531633333,31,3
C1020850249,16,4
C1725191429,51,5
C248688615,22,0
C140230507,13,2
C493501034,2,2
C1213750275,12,2
C928303730,20,0
C18291049,29,14
C846117845,10,0
C1211815756,17,0
C546541217,29,3
C2053151363,52,4
M1201333989,63,0
C1387735537,14,0
C251454310,0,27
C2006451816,27,1
C2018168570,14,3
C892362537,92,0
C1155539738,12,3
C1775035020,42,3
C15626857,13,40
M480866304,28,1
C501996793,86,2
C1474896744,5,2
C75133673,14,1
C1075375798,9,2
M939513640,19,2
C1329297457,43,3
M1970376946,16,1
M19940355,31,32
C1540620614,21,3
C1352268976,47,0
C136566605,27,1
C438709393,25,8
M431866343,21,0
C334876671,16,0
C1191502599,22,2
C2067844108,41,0
C2028398861,11,4
C55403746,21,4
C508215450,0,13
C1114709859,73,2
C649451208,27,3
M1257110916,23,3
C1221909949,23,1
C861278217,1,3
M1233930183,40,4
M1146539132,22,0
C1333348058,86,4
C1135658776,25,2
C80862804,5,1
M1436395330,15,3
C1730241490,38,1
C694520550,5,2
C1368085881,28,4
C468487069,96,1
C873640973,27,4
C1920761007,35,1
M379905015,29,3
C1994971777,36,1
M728017319,45,0
C1082708367,21,4
C259149764,22,1
C1486561186,36,7
M50143566,7,4
C995043220,21,0
C975452336,28,4
C658156662,24,0
C1104770645,3,3
C121430772,12,3
C1930549542,53,1
C948631436,18,2
C1911353012,16,1
C956606024,78,2
C1402870234,73,14
C413659128,7,4
C721711776,19,0
M2046786331,0,10
C560052155,72,0
C260163566,9,3
C724161493,4,2
C1000754055,83,11
M195971239,4,5
C189733172,3,0
C1239742036,1,1
C1662459013,21,3
C1386271729,6,4
C1769907404,75,4
C645678075,39,4
C1298756519,36,3
C199108052,6,3
C1441549250,20,0
C1648853093,2,4
C1377346609,42,45
C1505010469,59,3
C351495706,49,47
C664762645,29,9
C809818338,27,3
C2084375744,51,0
C987319981,20,2
C1706673485,6,5
C851147685,31,5
M903792079,19,4
C1068216805,4,0
C826624001,14,0
C2014067956,33,12
C212441467,4,4
C2074017410,24,9
C983381232,8,3
C1517931693,18,2
C1764495506,17,2
C519164214,10,0
C1833392383,13,17
C11834748,40,1
C1353064443,91,1
C562688290,32,0
M1807545310,31,1
C665319951,10,2
C1258017967,0,4
C1982618524,26,40
M521943386,11,4
C1690153628,18,35
C619550945,23,6
C2060468399,22,17
C2030409212,43,0
M196630099,12,1
C720016675,18,4
C1970466849,12,2
C875708184,26,4
C1866573435,19,0
C84730617,7,0
C987139856,4,1
C284060281,19,4
C113471678,9,3
C1827449993,5,3
C224652275,14,3
M1324455617,14,1
C1671530638,72,3
C1171642419,38,1
M1458290907,27,12
C347624069,40,2
M242551080,26,4
C733817123,36,1
C1675721447,96,22
C1878244489,2,11
C775169235,52,2
C1178042222,25,1
C861854153,25,2
C930206982,6,0
C3372133,58,4
C1159092080,0,0
C751041569,3,41
C1823686298,12,4
C814469209,29,0
M304326180,69,31
C1913045122,37,3
C186793380,10,21
C665359708,4,14
C1529445763,21,3
C732798907,7,14
C607098625,18,2
C1536697892,11,1
C595363360,29,3
C1752948693,34,0
C1522119287,29,3
C1703825629,25,3
C408791545,9,2
C200984272,63,3
C1647809929,67,2
C1445340421,57,4
C1125121680,59,12
C1081216164,86,10
M745752960,18,4
C688689083,14,1
M1040030465,50,7
C2016398951,26,2
C196752333,14,4
C2066108303,28,0
C19218086,41,0
C859834849,19,2
C71055143,90,0
C1118075818,2,10
M1166428642,2,3
C1122865616,7,9
C1948033294,57,40
M1413661688,19,4
C216107758,5,12
C2115840189,2,3
C1314190442,26,0
C263526202,7,1
C633175919,40,3
C943236577,30,47
C1870735956,22,3
C700991903,28,22
C818720815,8,2
C1208394079,12,1
M1558602491,46,49
C1780836444,15,0
C2082788817,4,4
C1808891905,19,3
C1635105576,5,1
C671140271,16,3
C1835250414,84,0
C1849857031,2,3
C1963402263,6,0
C1678668229,13,0
C1114463909,32,1
C1764304076,33,5
M1691783144,16,4
C802655183,11,4
C842855036,15,1
C1096984287,23,13
C1003689726,85,0
M384637951,39,0
C154550489,12,10
C558156696,30,4
M186860263,0,2
M2031928539,1,0
M692109729,27,2
C1333894926,1,0
C333460566,17,1
C1508064575,23,2
C586653045,6,11
C1987416199,2,3
C1361765075,16,13
C1922530129,23,3
C783353790,26,0
C1109390429,17,2
M42065140,19,0
M145110600,26,0
C616881371,86,11
C197201672,13,2
M2022528333,47,7
C1788761832,25,0
C1034326935,52,3
C455318146,4,1
C143022149,40,1
C451940779,7,4
C1132441211,5,4
C2145515785,7,4
C1502933385,18,4
C148096714,23,9
C464110129,0,6
C1669612630,16,0
C569844803,15,2
C1689495911,46,2
C2145025000,81,4
M1193531412,14,13
C1014449898,6,4
C1142098871,20,0
C1288442721,8,48
M295665605,5,1
C1644802082,1,3
C1421969163,37,11
C1909526338,75,1
C266323063,16,19
C1069143695,3,2
C1111754051,4,1
C1808652255,52,3
C987238857,13,5
C878663183,4,4
C116321108,10,4
C1855260133,3,11
C1285761418,34,4
C725236553,24,3
C1366575566,11,2
C924668654,51,0
C535950315,57,3
C1220897602,21,4
C33578297,22,1
C1001806158,11,1
C458387705,85,1
C799225890,47,3
C754698486,51,8
C1456411422,5,2
C925137233,19,0
C454312675,34,4
C517427896,23,4
M1478840370,42,1
C197842313,16,36
C5882465,22,0
C772841175,8,1
C1560645751,5,0
M1406622904,22,0
C1224543322,16,2
C815922343,6,26
M1969272063,21,0
C349476753,58,13
C566930460,3,3
C489042260,5,0
C1401074931,97,12
M887971491,74,1
C1389568413,0,2
M1320953088,3,1
C2042235146,9,2
C756480079,14,0
C596137261,7,3
C796032880,88,4
C453303981,36,14
C1738212576,9,0
C73189441,0,3
C37453733,25,1
C1827037909,23,4
C965621889,4,2
C1833873982,21,2
M21421990,9,3
C1825127800,18,3
C1298434335,0,0
C1577406993,5,2
C953339607,3,4
C1949777785,13,4
C474813246,1,0
C499646277,26,3
C2095623517,89,13
C798450329,12,1
C1785165735,44,4
C1507289159,85,4
C1432311259,57,13
C1487543560,51,2
C299884411,14,4
C235519584,10,7
C439707535,13,48
M711630287,12,2
M1130145787,28,4
M581664993,62,4
C679978906,53,36
C1879960064,62,4
C2060212065,20,1
C1577783889,17,14
M1514175954,3,3
C767625227,22,3
C1661509274,25,3
C641646944,23,1
C1580663241,19,2
C941024308,16,0
M1924774871,4,1
C464404098,53,4
C653544015,51,0
C13335239,21,2
C853194181,15,1
C583775859,10,0
C1519907954,4,3
M135830947,71,1
C1867082760,20,0
C873313090,25,4
C550612895,33,11
C1709432839,6,0
C1990616686,23,1
C697413376,68,0
C706159907,6,2
M108393832,9,2
C1525911028,11,4
M29207602,67,0
C945850926,10,8
C612321054,11,14
C2012604566,18,1
C184410880,2,0
C1604322396,24,2
C263324527,10,1
M441691902,51,4
M239239723,22,11
M1942574247,12,2
C241153858,32,1
C567004449,20,1
C1656193780,21,0
C1573262718,20,4
C1714249560,21,1
C461345846,13,0
C575981096,54,0
C1539014913,8,2
C371271246,39,6
C761836391,20,3
C1887029477,24,0
C1681990212,5,4
C2082139250,25,31
C149696600,59,3
M487435182,5,4
C926292505,48,3
C800952558,0,0
C504335479,87,1
C775518730,42,0
C2031474914,25,3
C805349013,6,2
C1524495939,11,13
M1361823046,11,4
M718595216,34,1
C1774671111,67,3
C703344530,5,3
M650601476,43,4
C631032087,13,48
C2073422659,20,5
C289108218,28,0
C1065475368,0,0
C64624109,22,10
C294414608,11,4
C1462369015,14,3
C980260684,15,4
C1080550292,34,1
C1540865866,20,14
C1624726240,24,6
M735464407,21,3
C334062599,7,11
M1929509215,13,4
M1129453805,28,3
M1876048730,28,0
C1185320057,11,5
C77226025,39,2
C534879432,7,4
C1881167447,4,2
C1771229294,57,4
C1281353264,0,1
C379970050,1,2
C977293365,8,4
C701848262,16,44
C16953281,4,1
C1527080692,28,0
C2080030275,0,0
C1623587114,23,1
C480772631,15,12
C1987320319,25,6
C967860590,52,4
M1637221116,97,1
C571550397,1,1
C582929724,51,1
C1621179943,14,9
C2121124021,4,1
C776765192,43,0
C1868854176,40,4
C826382736,28,4
C708180491,23,2
C1170773829,28,4
C1507193625,13,2
C837210602,40,3
C1966606740,70,4
C2101674042,13,2
C656607576,27,0
C860960631,3,3
C1020490994,2,0
C1784360057,18,2
C1081587486,19,1
C672636651,4,10
C2134721949,4,0
C1234701544,40,29
C1139016984,16,0
C281553646,59,41
C870322378,6,3
C408769352,2,0
C757456043,4,4
C642411306,19,2
C330236673,5,4
C1051680133,56,2
C240253497,54,1
C644049695,13,2
C1201122833,21,0
C476523986,27,6
